Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,image,360_image
"9FXMotion 771 TurboDLD Classic, PanaStation Classic",Software,"3.5"" Floppy Disk",System Utility,Driver,"9FXMotion 771 TurboDLD Classic, PanaStation Classic",,,v 3.0,Number Nine Visual Technology Corp.,,,Number Nine Visual Technology Corp.,,1995,,3056,,,,,,,,,Windows,2023.2.117,,Aryeh Goretsky,,,
Video for Windows,Software,"3.5"" Floppy Disk",System Utility,Driver,Video for Windows,,,v 1.1,Number Nine Visual Technology Corp.,,,Number Nine Visual Technology Corp.,,1995,,3045,,,,,,,,,Windows,2023.2.118,,Aryeh Goretsky,,,
Adaptec EZ-SCSI,Software,"3.5"" Floppy Disk",System Utility,Driver,Adaptec EZ-SCSI,,,v 4.00d,"Adaptec, Inc.",,,"Adaptec, Inc.",,1996,,494875-01 Rev. A,,,,,,,,,Windows,2023.2.119,,Aryeh Goretsky,,,
Adaptec EZ-SCSI OEM Version Postscript Print Files,Software,"3.5"" Floppy Disk",System Utility,Driver,Adaptec EZ-SCSI OEM Version Postscript Print Files,,,v 3.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,"51085-00, Rev. A",,,,,,,,,DOS/Windows,2023.2.120,,Aryeh Goretsky,,,
Adaptec EZ-SCSI OEM Version,Software,"3.5"" Floppy Disk",System Utility,Driver,Adaptec EZ-SCSI OEM Version,,,v 3.03L,"Adaptec, Inc.",,,"Adaptec, Inc.",,1992,,492839-01 Rev. A,,,,,,,,,DOS/Windows,2023.2.121,,Aryeh Goretsky,,,
Adaptec EZ-SCSI,Software,"3.5"" Floppy Disk",System Utility,Driver,Adaptec EZ-SCSI,,,v 3.1,"Adaptec, Inc.",,,"Adaptec, Inc.",,1992,,493144-01 Rev. A,,,,,,,,,DOS/Windows,2023.2.122,,Aryeh Goretsky,3 disks,,
Adaptec EZ-SCSI Deluxe,Software,"3.5"" Floppy Disk",System Utility,Driver,Adaptec EZ-SCSI Deluxe,,,v 5.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1998,,498487-01 Rev. A,,,,,,,,,DOS/Windows 3.X,2023.2.123,,Aryeh Goretsky,,,
Adaptec EZ-SCSI Deluxe,Software,"3.5"" Floppy Disk",System Utility,Driver,Adaptec EZ-SCSI Deluxe,,,v 5.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1998,,498488-01 Rev. A,,,,,,,,,Windows 95/NT,2023.2.124,,Aryeh Goretsky,,,
7700 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7700 Family Manager Set,,,v 2.01,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492454-01 Rev. A,,,,,,,,,"NetWare, OS/2, Windows NT",2023.2.125,,Aryeh Goretsky,,,
7700 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7700 Family Manager Set,,,v 2.01,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492449-01 Rev. A,,,,,,,,,SCO UNIX,2023.2.126,,Aryeh Goretsky,,,
7700 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7700 Family Manager Set,,,v 2.01,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492451-01 Rev. A,,,,,,,,,UnixWare,2023.2.127,,Aryeh Goretsky,,,
7800 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7800 Family Manager Set,,,v 1.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492499-01 Rev. A,,,,,,,,,"SCO UNIX, UnixWare",2023.2.128,,Aryeh Goretsky,,,
7800 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7800 Family Manager Set,,,v 1.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492497-01 Rev. A,,,,,,,,,"NetWare, OS/2, Windows NT",2023.2.129,,Aryeh Goretsky,,,
7800 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7800 Family Manager Set,,,v 1.02,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492907-01 Rev. A,,,,,,,,,"NetWare, OS/2, Windows NT",2023.2.130,,Aryeh Goretsky,,,
7800 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7800 Family Manager Set,,,v 1.02,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,492905-01 Rev. A,,,,,,,,,"SCO UNIX, UnixWare",2023.2.131,,Aryeh Goretsky,,,
7800 Family Manager Set Postscript Print Files,Software,"3.5"" Floppy Disk",System Utility,Driver,7800 Family Manager Set Postscript Print Files,,,,"Adaptec, Inc.",,,"Adaptec, Inc.",,1994,,510513-00 Rev. A,,,,,,,,,"NetWare, OS/2, Windows NT, SCO UNIX, Novell UnixWare",2023.2.132,,Aryeh Goretsky,,,
AHA-2740 SCSI Manager Set Configuration Utilities,Software,"3.5"" Floppy Disk",System Utility,Driver,AHA-2740 SCSI Manager Set Configuration Utilities,,,v 1.12,"Adaptec, Inc.",,,"Adaptec, Inc.",,1993,,492025-01 Rev. A,,,,,,,,,Windows,2023.2.133,,Aryeh Goretsky,,,
AHA-2740 SCSI Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,AHA-2740 SCSI Manager Set,,,v 1.11,"Adaptec, Inc.",,,"Adaptec, Inc.",,1993,,491996-01 Rev. A,,,,,,,,,"OS/2, NetWare",2023.2.134,,Aryeh Goretsky,,,
AHA-2740 SCSI Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,AHA-2740 SCSI Manager Set,,,v 1.11,"Adaptec, Inc.",,,"Adaptec, Inc.",,1993,,491994-01 Rev. A,,,,,,,,,SCO UNIX,2023.2.135,,Aryeh Goretsky,,,
AHA-2740 SCSI Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,AHA-2740 SCSI Manager Set,,,v 1.11,"Adaptec, Inc.",,,"Adaptec, Inc.",,1993,,491995-01 Rev. A,,,,,,,,,USL UNIX,2023.2.136,,Aryeh Goretsky,,,
ASW-1400 ASPI Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,ASW-1400 ASPI Manager Set,,,v 2.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1990,,491565-01 Rev. A,,,,,,,,,"OS/2, NetWare",2023.2.137,,Aryeh Goretsky,,,
ASW-1400 ASPI Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,ASW-1400 ASPI Manager Set,,,v 2.11,"Adaptec, Inc.",,,"Adaptec, Inc.",,1990,,492878-01 Rev. A,,,,,,,,,"OS/2, NetWare",2023.2.138,,Aryeh Goretsky,,,
ASW-1450,Software,"3.5"" Floppy Disk",System Utility,Driver,ASW-1450,,,,"Adaptec, Inc.",,,"Adaptec, Inc.",,1990,,490958-01 Rev. A,,,,,,,,,SCO UNIX,2023.2.139,,Aryeh Goretsky,,,
ASW-C174,Software,"3.5"" Floppy Disk",System Utility,Driver,ASW-C174,,,v 3.0,"Adaptec, Inc.",,,"Adaptec, Inc.",,1991,,491055-01 Rev. A,,,,,,,,,UNIX,2023.2.140,,Aryeh Goretsky,,,
USB to Ethernet USB-10BT,Software,"3.5"" Floppy Disk",System Utility,Driver,USB to Ethernet USB-10BT,,,,"ADS Technologies, Inc.",,,"ADS Technologies, Inc.",,,,,,,,,,,,,Windows 98,2023.2.141,,Aryeh Goretsky,,,
AMOS The HPFS Utility,Software,"3.5"" Floppy Disk",System Utility,Driver,AMOS The HPFS Utility,,,v 1.20,Allan Mertner,,,,,1993,,,,,,,,,,,Windows,2023.2.142,,Aryeh Goretsky,,,
AMIECU EISA Configuration Utility,Software,"3.5"" Floppy Disk",System Utility,Driver,AMIECU EISA Configuration Utility,,,v 1.41,"American Megatrends, Inc.",,,"American Megatrends, Inc.",,1992,,A219010,,,,,,,,,Windows,2023.2.143,,Aryeh Goretsky,,,
AMIDIAG Advanced Diagnostics Program,Software,"3.5"" Floppy Disk",System Utility,Driver,AMIDIAG Advanced Diagnostics Program,,,,"American Megatrends, Inc.",,,"American Megatrends, Inc.",,1990,,B321203,,,,,,,,,MS-DOS,2023.2.144,,Aryeh Goretsky,2 disks,,
PowerChute Pro,Software,"3.5"" Floppy Disk",System Utility,Driver,PowerChute Pro,,,v 1.0,American Power Conversion Corp.,,,American Power Conversion Corp.,,1995,,991-0032,,,,,,,,,OS/2,2023.2.145,,Aryeh Goretsky,,,
Arcada Backup,Software,"3.5"" Floppy Disk",System Utility,Driver,Arcada Backup,,,v 2.0,Arcada Software Inc.,,,Arcada Software Inc.,,1995,,,,,,,,,,,OS/2,2023.2.146,,Aryeh Goretsky,2 disks,,
Avatar Shark 250 Parallel,Software,"3.5"" Floppy Disk",System Utility,Driver,Avatar Shark 250 Parallel,,,v 1.0,"Avatar Peripherals, Inc.",,,"Avatar Peripherals, Inc.",,1997,,38020-0000,,,,,,,,,Windows 3.1,2023.2.147,,Aryeh Goretsky,,,
Avatar Shark 250 Parallel,Software,"3.5"" Floppy Disk",System Utility,Driver,Avatar Shark 250 Parallel,,,v 1.0,"Avatar Peripherals, Inc.",,,"Avatar Peripherals, Inc.",,1997,,38021-0000,,,,,,,,,Windows 95,2023.2.148,,Aryeh Goretsky,,,
Avant CVTSETUP,Software,"3.5"" Floppy Disk",System Utility,Driver,Avant CVTSETUP,,,,,,,,,,,,,,,,,,,,"Windows 3.x, Win95, Win98",2023.2.149,,Aryeh Goretsky,,,
Avant SETUP2K,Software,"3.5"" Floppy Disk",System Utility,Driver,Avant SETUP2K,,,,,,,,,,,,,,,,,,,,"Windows 2000, Windows XP",2023.2.150,,Aryeh Goretsky,,,
Golden CommPass Navigation Software,Software,"3.5"" Floppy Disk",System Utility,Driver,Golden CommPass Navigation Software,,,v 2.1,Creative Systems Programming Corporation,,,Creative Systems Programming Corporation,,1991,,,,,,,,,,,OS/2,2023.2.151,,Aryeh Goretsky,,,
DeskMan/2,Software,"3.5"" Floppy Disk",System Utility,Driver,DeskMan/2,,,,Development Technologies Inc.,,,Development Technologies Inc.,,1993,,,,,,,,,,,OS/2,2023.2.152,,Aryeh Goretsky,,,
Diamond Edge 3D,Software,"3.5"" Floppy Disk",System Utility,Driver,Diamond Edge 3D,,,v 1.00,"Diamond Multimedia Systems, Inc.",,,"Diamond Multimedia Systems, Inc.",,1995,,,,,,,,,,,Windows,2023.2.153,,Aryeh Goretsky,,,
Storage Manager,Software,"3.5"" Floppy Disk",System Utility,Driver,Storage Manager,,,,DPT,,,DPT,,1996,,,,,,,,,,,Windows,2023.2.154,,Aryeh Goretsky,4 disks,,
USB to Serial Converter,Software,"3.5"" Floppy Disk",System Utility,Driver,USB to Serial Converter,,,,"Entrega Technologies, Inc.",,,"Entrega Technologies, Inc.",,,,522-0101-002A,,,,,,,,,Windows 95,2023.2.155,,Aryeh Goretsky,,,
USB to Serial Converter,Software,"3.5"" Floppy Disk",System Utility,Driver,USB to Serial Converter,,,,"Entrega Technologies, Inc.",,,"Entrega Technologies, Inc.",,,,522-0101-003A,,,,,,,,,Windows 98,2023.2.156,,Aryeh Goretsky,,,
56K PC Card/Modem Cellular Capable,Software,"3.5"" Floppy Disk",System Utility,Driver,56K PC Card/Modem Cellular Capable,,,,IBM,,,IBM,,1997,,,,,,,,,,,"Windows 95, Windows NT",2023.2.157,,Aryeh Goretsky,,,
IBM OS/2 Installation,Software,"3.5"" Floppy Disk",System Utility,Operating System,IBM OS/2 Installation,,,2.1,IBM,,,IBM,,1993,,71G4558,,,,,,,,,OS/2,2023.2.158,,Aryeh Goretsky,2 disks,,
IBM OS/2 Operating System,Software,"3.5"" Floppy Disk",System Utility,Operating System,IBM OS/2 Operating System,,,2.1,IBM,,,IBM,,1993,,,,,,,,,,,OS/2,2023.2.159,,Aryeh Goretsky,2 disks,,
TCP/IP Base Kit,Software,"3.5"" Floppy Disk",System Utility,Driver,TCP/IP Base Kit,,,2.0,IBM,,,IBM,,1994,,,,,,,,,,,OS/2,2023.2.160,,Aryeh Goretsky,6 disks,,
TCP/IP Base Kit LAPS,Software,"3.5"" Floppy Disk",System Utility,Driver,TCP/IP Base Kit LAPS,,,,IBM,,,IBM,,1994,,,,,,,,,,,OS/2,2023.2.161,,Aryeh Goretsky,,,
TCP/IP IBM Library Reader,Software,"3.5"" Floppy Disk",System Utility,Driver,TCP/IP IBM Library Reader,,,,IBM,,,IBM,,1994,,,,,,,,,,,OS/2,2023.2.162,,Aryeh Goretsky,,,
OS/2 Warp,Software,"3.5"" Floppy Disk",System Utility,Operating System,OS/2 Warp,,,Version 3,IBM,,,IBM,,1995,,,,,,,,,,,OS/2,2023.2.163,,Aryeh Goretsky,2 disks,,
OS/2 Warp,Software,"3.5"" Floppy Disk",System Utility,Operating System,OS/2 Warp,,,Version 3,IBM,,,IBM,,1994,,,,,,,,,,,OS/2,2023.2.164,,Aryeh Goretsky,2 disks,,
OS/2 Warp Connect,Software,"3.5"" Floppy Disk",System Utility,Driver,OS/2 Warp Connect,,,Version 3,IBM,,,IBM,,1995,,,,,,,,,,,OS/2,2023.2.165,,Aryeh Goretsky,2 disks,,
OS/2 Warp,Software,"3.5"" Floppy Disk",System Utility,Operating System,OS/2 Warp,,,Version 4,IBM,,,IBM,,1996,,,,,,,,,,,OS/2,2023.2.166,,Aryeh Goretsky,,,
ThinkPad Battery Installation Check,Software,"3.5"" Floppy Disk",System Utility,Diagnostics,ThinkPad Battery Installation Check,,,v 1.01,IBM,,,IBM,,1997,,,,,,,,,,,Windows,2023.2.167,,Aryeh Goretsky,,,
ThinkPad CD-ROM Driver,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad CD-ROM Driver,,,v 1.00,IBM,,,IBM,,1997,,,,,,,,,,,Windows,2023.2.168,,Aryeh Goretsky,,,
ThinkPad DVD Movie for Windows 95,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad DVD Movie for Windows 95,,,,IBM,,,IBM,,1997,,,,,,,,,,,Windows,2023.2.169,,Aryeh Goretsky,2 disks,,
ThinkPad DVD Movie Region 1 for Windows 95,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad DVD Movie Region 1 for Windows 95,,,,IBM,,,IBM,,1997,,,,,,,,,,,Windows,2023.2.170,,Aryeh Goretsky,,,
ThinkPad PC Card Director,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad PC Card Director,,,,IBM,,,IBM,,1997,,,,,,,,,,,"Windows, OS/2",2023.2.171,,Aryeh Goretsky,,,
ThinkPad Recovery CD-ROM Boot Diskette,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad Recovery CD-ROM Boot Diskette,,,,IBM,,,IBM,,1997,,,,,,,,,,,,2023.2.172,,Aryeh Goretsky,,,
ThinkPad System Program Service Diskette for VGA/SVGA,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad System Program Service Diskette for VGA/SVGA,,,v 2.0,IBM,,,IBM,,1997,,,,,,,,,,,,2023.2.173,,Aryeh Goretsky,,,
ThinkPad System Program Service Diskette for XGA,Software,"3.5"" Floppy Disk",System Utility,Driver,ThinkPad System Program Service Diskette for XGA,,,v 2.0,IBM,,,IBM,,1997,,,,,,,,,,,,2023.2.174,,Aryeh Goretsky,,,
Imation SuperDisk Internal Drive Installation Diskette,Software,"3.5"" Floppy Disk",System Utility,Driver,Imation SuperDisk Internal Drive Installation Diskette,,,,Imation,,,Imation,,,,,,,,,,,,,"DOS, Windows 3.X, Windows 95, Windows NT",2023.2.175,,Aryeh Goretsky,,,
Intel EtherExpress Pro/100,Software,"3.5"" Floppy Disk",System Utility,Driver,Intel EtherExpress Pro/100,,,v 3.1,Intel Corporation,,,Intel Corporation,,1998,,,,,,,,,,,Windows,2023.2.176,,Aryeh Goretsky,,,
Intel EtherExpress Pro/100,Software,"3.5"" Floppy Disk",System Utility,Driver,Intel EtherExpress Pro/100,,,v 1.0,Intel Corporation,,,Intel Corporation,,1995,,,,,,,,,,,Windows,2023.2.177,,Aryeh Goretsky,,,
Intel EtherExpress Pro/100 Diagnostics Diskette,Software,"3.5"" Floppy Disk",System Utility,Driver,Intel EtherExpress Pro/100 Diagnostics Diskette,,,v 1.0,Intel Corporation,,,Intel Corporation,,1995,,,,,,,,,,,Windows,2023.2.178,,Aryeh Goretsky,,,
Intel OverDrive Processor Demonstration and Diagnostics,Software,"3.5"" Floppy Disk",System Utility,Driver,Intel OverDrive Processor Demonstration and Diagnostics,,,v 3.0,Intel Corporation,,,Intel Corporation,,1995,,,,,,,,,,,Windows,2023.2.179,,Aryeh Goretsky,,,
PCM-100 Ergo-Form Mouse,Software,"3.5"" Floppy Disk",System Utility,Driver,PCM-100 Ergo-Form Mouse,,,,"Interex, Inc.",,,"Interex, Inc.",,,,,,,,,,,,,Windows,2023.2.180,,Aryeh Goretsky,,,
IWILL Motherboard IDE Raid,Software,"3.5"" Floppy Disk",System Utility,Driver,IWILL Motherboard IDE Raid,,,,Iwill,,,Iwill,,,,,,,,,,,,,Windows,2023.2.181,,Aryeh Goretsky,,,
Ether 16 LAN Card,Software,"3.5"" Floppy Disk",System Utility,Driver,Ether 16 LAN Card,,,,Linksys,,,Linksys,,1997,,,,,,,,,,,Windows,2023.2.182,,Aryeh Goretsky,,,
MouseWare,Software,"3.5"" Floppy Disk",System Utility,Driver,MouseWare,,,v 7.0,"Logitech, Inc.",,,"Logitech, Inc.",,1995,,,,,,,,,,,Windows,2023.2.183,,Aryeh Goretsky,2 disks,,
MouseWare,Software,"3.5"" Floppy Disk",System Utility,Driver,MouseWare,,,v 8.0,"Logitech, Inc.",,,"Logitech, Inc.",,1997,,,,,,,,,,,Windows,2023.2.184,,Aryeh Goretsky,2 disks,,
MaxBlast Plus,Software,"3.5"" Floppy Disk",System Utility,Driver,MaxBlast Plus,,,v 1.24S,Maxtor,,,Maxtor,,2000,,,,,,,,,,,Windows,2023.2.185,,Aryeh Goretsky,,,
MediaVision Portable CD Player,Software,"3.5"" Floppy Disk",System Utility,Driver,Media Vision Portable CD Player,,,v 1.0,"MediaVision, Inc.",,,"MediaVision, Inc.",,1994,,,,,,,,,,,Windows,2023.2.186,,Aryeh Goretsky,,,
MediaVision Pro Audio Spectrum,Software,"3.5"" Floppy Disk",System Utility,Driver,MediaVision Pro Audio Spectrum,,,Rev. C,"MediaVision, Inc.",,,"MediaVision, Inc.",,1994,,,,,,,,,,,DOS,2023.2.187,,Aryeh Goretsky,,,
MediaVision Pro Audio Spectrum,Software,"3.5"" Floppy Disk",System Utility,Driver,MediaVision Pro Audio Spectrum,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1994,,,,,,,,,,,Windows,2023.2.188,,Aryeh Goretsky,,,
Pro Audio PowerPak,Software,"3.5"" Floppy Disk",System Utility,Driver,Pro Audio PowerPak,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,,,,,,,,,,Windows,2023.2.189,,Aryeh Goretsky,5 disks,,
Pro Audio PowerPak Sound Impressions,Software,"3.5"" Floppy Disk",System Utility,Driver,Pro Audio PowerPak Sound Impressions,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,557-0217-02,,,,,,,,,Windows,2023.2.190,,Aryeh Goretsky,,,
Pro Audio PowerPak Execuvoice,Software,"3.5"" Floppy Disk",System Utility,Driver,Pro Audio PowerPak Execuvoice,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,"557-0219-01, 557-0219-02",,,,,,,,,Windows,2023.2.191,,Aryeh Goretsky,2 disks,,
Pro Audio Studio,Software,"3.5"" Floppy Disk",Creative,Audio Production,Pro Audio Studio,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,"557-0220-01, 557-0220-02, 557-0220-03, 557-0220-04, 557-0220-05 ",,,,,,,,,Windows,2023.2.192,,Aryeh Goretsky,5 disks,,
ExecuVoice,Software,"3.5"" Floppy Disk",System Utility,Driver,ExecuVoice,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,557-0218-01,,,,,,,,,Windows,2023.2.193,,Aryeh Goretsky,,,
Sound Impression,Software,"3.5"" Floppy Disk",System Utility,Driver,Sound Impression,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,557-0217-01,,,,,,,,,Windows,2023.3.1,,Aryeh Goretsky,,,
Thunder Board Program Disk v 1.1,Software,"3.5"" Floppy Disk",System Utility,Driver,Thunder Board Program Disk v 1.1,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,557-0005,,,,,,,,,Windows,2023.3.2,,Aryeh Goretsky,,,
Thunder Board Nova 9 Sample Game,Software,"3.5"" Floppy Disk",Demo,Game Demo,Thunder Board Nova 9 Sample Game,,,,"MediaVision, Inc.",,,"MediaVision, Inc.",,1993,,557-0006,,,,,,,,,Windows,2023.3.3,,Aryeh Goretsky,,,
Airboard Manager,Software,"3.5"" Floppy Disk",System Utility,Driver,Airboard Manager,,,,"Mediascape, Inc.",,,"Mediascape, Inc.",,1997,,KB99NT,,,,,,,,,Windows,2023.3.4,,Aryeh Goretsky,2 disks,,
Microsoft IntelliPoint,Software,"3.5"" Floppy Disk",System Utility,Driver,Microsoft IntelliPoint,,,v 2.1,Microsoft Corporation,,,Microsoft Corporation,,1997,,X03-47619,,,,,,,,,"Windows 95, Windows NT",2023.3.5,,Aryeh Goretsky,,,
Microsoft IntelliPoint,Software,"3.5"" Floppy Disk",System Utility,Driver,Microsoft IntelliPoint,,,v 2.2,Microsoft Corporation,,,Microsoft Corporation,,1998,,X04-09850,,,,,,,,,"Windows 95, Windows NT, Windows 98",2023.3.6,,Aryeh Goretsky,,,
Microsoft Mouse,Software,"3.5"" Floppy Disk",System Utility,Driver,Microsoft Mouse,,,v 9.01,Microsoft Corporation,,,Microsoft Corporation,,,,,,,,,,,,,Windows,2023.3.7,,Aryeh Goretsky,,,
Y2K-0 Diagnostic,Software,"3.5"" Floppy Disk",System Utility,Diagnostics,Y2K-0 Diagnostic,,,v 3.0a,Memcon Corporation,,,Memcon Corporation,,1998,,,,,,,,,,,Windows,2023.3.8,,Aryeh Goretsky,,,
Microsoft Word,Software,"3.5"" Floppy Disk",Productivity,Word Processing,Microsoft Word,,,,Microsoft Corporation,,,Microsoft Corporation,,1990,,"059-002-057, 059-002-005, 059-002-004, 059-002-006",,,,,,,,,OS/2,2023.3.9,,Aryeh Goretsky,4 disks,,
Ethernet Adapter,Software,"3.5"" Floppy Disk",System Utility,Driver,Ethernet Adapter,,,v 3.5,"MITRON Computer, Inc.",,,"MITRON Computer, Inc.",,,,,,,,,,,,,Windows,2023.3.10,,Aryeh Goretsky,2 disks,,
DPI-on-the-Fly Video Utility Software,Software,"3.5"" Floppy Disk",System Utility,Driver,DPI-on-the-Fly Video Utility Software,,,,NEC Technologies,,,NEC Technologies,,1993,,,,,,,,,,,Macintosh,2023.3.11,,Aryeh Goretsky,,,
AccuColor Control System,Software,"3.5"" Floppy Disk",Demo,Tutorial,AccuColor Control System,,,v 1.2,NEC Technologies,,,NEC Technologies,,1992,,,,,,,,,,,Macintosh,2023.3.12,,Aryeh Goretsky,,,
USB 10/100 Fast Ethernet Adapter,Software,"3.5"" Floppy Disk",System Utility,Networking,USB 10/100 Fast Ethernet Adapter,,,v 1.01,SMC Networks,,,SMC  Networks,,1999,,,,,,,,,,,Windows,2023.3.13,,Aryeh Goretsky,,,
WinZip Self-Extractor,Software,"3.5"" Floppy Disk",System Utility,Driver,WinZip Self-Extractor,,,v 2.0,"Nico Mak Computing, Inc.",,,"Nico Mak Computing, Inc.",,1996,,,,,,,,,,,Windows,2023.3.14,,Aryeh Goretsky,,,
Novaback,Software,"3.5"" Floppy Disk",System Utility,Driver,Novaback,,,,NovaStor Corp.,,,NovaStor Corp.,,1995,,,,,,,,,,,OS/2,2023.3.15,,Aryeh Goretsky,2 disks,,
Novaback,Software,"3.5"" Floppy Disk",System Utility,Driver,Novaback,,,v 2.14,NovaStor Corp.,,,NovaStor Corp.,,,,214OB1819,,,,,,,,,OS/2,2023.3.16,,Aryeh Goretsky,,,
PC World Online,Software,"3.5"" Floppy Disk",System Utility,Online Service Provider,PC World Online,,,,Spry Incorporated,,,Spry Incorporated,,1995,,MD10-LBL-PCWIN,,,,,,,,,Windows,2023.3.17,,Aryeh Goretsky,,,
FastTrak100,Software,"3.5"" Floppy Disk",System Utility,Driver,FastTrak100,,,v 200,"Promise Technology, Inc.",,,"Promise Technology, Inc.",,2001,,20010307,,,,,,,,,Windows,2023.3.18,,Aryeh Goretsky,2 disks,,
Dvorak's Guide to OS/2,Software,"3.5"" Floppy Disk",Media,Information,Dvorak's Guide to OS/2,,,v 2.1,,,,Random House Electronic Publishing,,,,,,,,,,,,,Windows,2023.3.19,,Aryeh Goretsky,,,
Data Comm Software,Software,"3.5"" Floppy Disk",System Utility,Networking,Data Comm Software,,,v 1.15,Ray Gwinn,,,The Software Division,,1993,,,,,,,,,,,Windows,2023.3.20,,Aryeh Goretsky,,,
LinkRight,Software,"3.5"" Floppy Disk",System Utility,File Management,LinkRight,,,v 1.1,"Rightware, Inc.",,,"Rightware, Inc.",,1994,,,,,,,,,,,OS/2,2023.3.21,,Aryeh Goretsky,,,
LinkRight Upgrade Disk,Software,"3.5"" Floppy Disk",System Utility,File Management,LinkRight Upgrade Disk,,,v 1.1F,"Rightware, Inc.",,,"Rightware, Inc.",,1995,,,,,,,,,,,OS/2,2023.3.22,,Aryeh Goretsky,,,
OS/2 Unleashed,Software,"3.5"" Floppy Disk",Media,Information,OS/2 Unleashed,,,,,,,Sam's Publishing,,1993,,0-672-30240-3,,,,,,,,,OS/2,2023.3.23,,Aryeh Goretsky,,,
SCO Advanced Hardware Supplement,Software,"3.5"" Floppy Disk",System Utility,Driver,SCO Advanced Hardware Supplement,,,5.2.0,"The Santa Cruz Operation, Inc.",,,"The Santa Cruz Operation, Inc.",,1996,,076-220-094,,,,,,,,,,2023.3.24,,Aryeh Goretsky,,,
QEdit,Software,"3.5"" Floppy Disk",Productivity,Word Processing,QEdit,,,v 3.0,SemWare Corporation,,,SemWare Corporation,,1993,,1607005531,,,,,,,,,OS/2,2023.3.25,,Aryeh Goretsky,,,
GammaTech Utilities,Software,"3.5"" Floppy Disk",System Utility,Driver,GammaTech Utilities,,,v 3.0,"SofTouch Systems, Inc.",,,"SofTouch Systems, Inc.",,1994,,,,,,,,,,,OS/2,2023.3.26,,Aryeh Goretsky,,,
GammaTech Utilities,Software,"3.5"" Floppy Disk",System Utility,Driver,GammaTech Utilities,,,v 2.1,"SofTouch Systems, Inc.",,,"SofTouch Systems, Inc.",,1993,,,,,,,,,,,OS/2,2023.3.27,,Aryeh Goretsky,,,
HotMetal Pro,Software,"3.5"" Floppy Disk",System Utility,Programming,HotMetal Pro,,,v 1.0,"SoftQuad, Inc.",,,"SoftQuad, Inc.",,1994,,,,,,,,,,,Windows,2023.3.28,,Aryeh Goretsky,3 disks,,
HotMetal Pro,Software,"3.5"" Floppy Disk",System Utility,Programming,HotMetal Pro,,,v 2.0,"SoftQuad, Inc.",,,"SoftQuad, Inc.",,1995,,203020333002,,,,,,,,,Windows,2023.3.29,,Aryeh Goretsky,5 disks,,
7800 Family Manager Set,Software,"3.5"" Floppy Disk",System Utility,Driver,7800 Family Manager Set,,,v 2.11,"Adaptec, Inc.",,,"Adaptec, Inc.",,1997,,497564-00 Rev A,,,,,,,,,,2023.3.30,,Aryeh Goretsky,2 disks,,
